# ----------------------------------------
# SF OpenData - All Web Data
# Search Terms
# 20140901-20160622
# ----------------------------------------

Search Term,Exit Page,Total Unique Searches,Results Pageviews / Search,% Search Exits,% Search Refinements,Time after Search,Average Search Depth
1850,/Public-Safety/Map-Crime-Incidents-from-1-Jan-2003/gxxq-x39z,2,1.00,0.00%,100.00%,00:00:06,0.00
1851,/Public-Safety/Map-Crime-Incidents-from-1-Jan-2003/gxxq-x39z,2,1.00,0.00%,100.00%,00:00:04,0.00
1853,/Public-Safety/Map-Crime-Incidents-from-1-Jan-2003/gxxq-x39z,2,1.00,0.00%,0.00%,00:09:39,9.00
186 valley street,/browse/embed?category=&limit=20&limitTo=&q=186+valley+street&view_type=rich,2,1.50,0.00%,0.00%,00:00:19,3.00
"1865 4th St, San Francisco","/browse/embed?category=&limit=20&limitTo=&q=1865+4th+St,+San+Francisco++&view_type=rich",2,1.00,0.00%,0.00%,00:00:03,1.50
1880 filbert,/,2,1.50,0.00%,0.00%,00:00:54,19.50
1890,/browse/embed?category=&limit=20&limitTo=&q=1890&view_type=rich,2,1.00,0.00%,0.00%,00:00:05,1.50
1895 sacramento st,/,2,1.50,0.00%,66.67%,00:01:56,5.00
1899,/browse/embed?category=Geographic+Locations+and+Boundaries&limit=20&limitTo=&q=maritime&view_type=rich,2,1.50,0.00%,66.67%,00:00:08,3.00
1899 mission,/Geographic-Locations-and-Boundaries/Addresses-with-Units-Enterprise-Addressing-System-/kvej-w5kb,2,1.50,0.00%,0.00%,00:18:14,5.00
1905,/,2,1.50,0.00%,0.00%,00:02:01,11.00
1906,/Geographic-Locations-and-Boundaries/San-Francisco-Public-Schools-Points-Zipped-Shapefi/7ygx-tr8p,2,1.00,0.00%,100.00%,00:04:00,3.00
1917 Broderick street,/Housing-and-Buildings/San-Francisco-Property-Information-Map/i8ew-h6z7,2,1.50,0.00%,0.00%,00:00:31,5.00
1929 pay,/City-Management-and-Ethics/Employee-Compensation/88g8-5mnd,2,1.00,0.00%,0.00%,00:00:20,9.00
"1931 35th Ave San Francisco, CA 94116","/browse/embed?category=&limit=20&limitTo=&q=1931+35th+Ave+San+Francisco,+CA+94116&view_type=rich",2,1.50,0.00%,0.00%,00:00:03,3.00
1938,/login,2,1.00,0.00%,100.00%,00:00:10,1.50
1951 oak,/browse?utf8=✓&sortBy=relevance&limitTo=blob,2,2.50,0.00%,0.00%,00:01:04,5.00
1951 oak st,/browse?utf8=✓&sortBy=relevance&limitTo=blob,2,1.50,0.00%,66.67%,00:00:25,0.00
1952 larkin,/,2,1.50,0.00%,0.00%,00:00:03,6.50
1952 larkin street,/,2,1.50,0.00%,66.67%,00:00:28,9.50
1970,/Economy-and-Community/Businesses-Hotels-and-Apartments-Class-Code-is-03-/cssq-25n7,2,3.00,0.00%,33.33%,00:01:05,33.50
1970,/Housing-and-Buildings/Height-and-Bulk-Districts/29wz-k4cn,2,1.50,0.00%,0.00%,00:00:32,8.00
1975,/browse/embed?Department-Metrics_Publishing-Department=&category=Public+Safety&limit=20&limitTo=&q=homocide&view_type=rich,2,1.00,0.00%,100.00%,00:00:50,8.00
1975 Jim Jones,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=blob&q=Jim+Jones+1975&view_type=rich,2,1.50,0.00%,66.67%,00:00:03,3.00
1980 block,/browse/embed?category=Energy+and+Environment&limit=20&limitTo=&q=&view_type=rich,2,1.00,0.00%,0.00%,00:08:57,8.00
1989,/browse?utf8=✓&q=1989&sortBy=relevance,2,1.00,100.00%,0.00%,00:00:00,0.00
1989,/browse/embed?category=&limit=20&limitTo=&q=1989&view_type=rich,2,1.00,0.00%,0.00%,00:00:04,1.50
199 new montgomery,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,2,1.00,0.00%,0.00%,00:08:59,3.00
1990,/browse/embed?category=&limit=20&limitTo=&q=1990&utf8=✓&view_type=rich&page=3,2,1.50,0.00%,0.00%,00:00:27,6.50
1990,/browse/embed?category=&limit=20&limitTo=&q=1990&view_type=rich,2,1.50,0.00%,0.00%,00:00:03,3.00
1990-,/,2,1.50,0.00%,0.00%,00:00:14,9.50
1992,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=statistic+abstract&view_type=rich,2,3.00,0.00%,33.33%,00:06:45,9.50
1992 map,/City-Infrastructure/Case-Data-from-San-Francisco-311-SF311-/vw6y-z8j6,2,1.50,0.00%,0.00%,00:00:16,8.00
1996-2011 City Survey Database,/login,2,3.00,0.00%,33.33%,00:02:48,8.00
1996-2013 city survey data,/City-Management-and-Ethics/Dataset-Inventory/y8fp-fbf5,2,1.00,0.00%,0.00%,00:00:07,2.50
1996-2013 SF City Survey,/City-Management-and-Ethics/1996-2011-City-Survey-Database/583k-63vu,2,1.00,0.00%,100.00%,00:01:38,2.50
1999,/Public-Safety/SFPD-Incidents-from-1-January-2003/tmnf-yvry,2,3.00,0.00%,33.33%,00:00:13,6.50
1999 crime,/Public-Safety/SFPD-Incidents-from-1-January-2003/tmnf-yvry,2,3.00,0.00%,50.00%,00:00:16,6.50
1999 reports,/Public-Safety/SFPD-Incidents-from-1-January-2003/tmnf-yvry,2,5.00,0.00%,30.00%,00:00:30,14.50
1999reports,/Public-Safety/SFPD-Incidents-from-1-January-2003/tmnf-yvry,2,3.00,0.00%,50.00%,00:00:04,6.50
1br 2br,/data?search=1br+2br,2,1.50,100.00%,66.67%,00:00:09,1.50
1GAGF,/City-Management-and-Ethics/Budget/xdgd-c79v,2,1.50,0.00%,66.67%,00:01:04,5.00
1GAGF ttx,/browse/embed?category=&limit=20&limitTo=&q=1GAGF+ttx&view_type=rich,2,1.50,0.00%,0.00%,00:00:02,3.00
1GAGF ttx,/City-Management-and-Ethics/Budget/xdgd-c79v,2,1.50,0.00%,0.00%,00:00:17,6.50
2 bedroom homesale,/Housing-and-Buildings/Two-Bedroom-Home-Sales-from-2012-in-San-Francisco-/bw6b-qwhv,2,1.50,0.00%,66.67%,00:00:36,11.00
2 casa way,/Housing-and-Buildings/San-Francisco-Property-Information-Map/i8ew-h6z7,2,5.00,0.00%,0.00%,00:01:47,11.00
2 Crestline Dr.,/,2,1.50,0.00%,0.00%,00:00:27,5.00
2 hour parking,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=2+hour+parking&view_type=rich,2,1.50,0.00%,0.00%,00:00:01,1.50
2 hour parking,/Transportation/Off-street-parking-census-GIS-data/e423-icap,2,1.50,0.00%,66.67%,00:01:28,6.50
2 hour street parking 2999 California Street,/browse/embed?category=&limit=20&limitTo=&q=residential+parking+permits&view_type=rich,2,1.50,0.00%,66.67%,00:00:26,3.00
2 plus 2 bookeeping,/browse/embed?Department-Metrics_Publishing-Department=&category=City+Infrastructure&limit=20&limitTo=&q=richard+lane&view_type=rich,2,1.50,0.00%,66.67%,00:00:47,5.00
20 jones,/browse/embed?category=&limit=20&limitTo=&q=20+jones&view_type=rich,2,1.50,0.00%,0.00%,00:00:07,3.00
20 jones,/browse/embed?category=Housing+and+Buildings&limit=20&limitTo=&q=20+jones&view_type=rich,2,1.50,0.00%,0.00%,00:00:03,3.00
20 jones st,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=20+jones+st&view_type=rich,2,1.50,0.00%,0.00%,00:00:01,1.50
20 Roussea Street,/browse/embed?category=&limit=20&limitTo=&q=Ray+Oil+Burner&view_type=rich,2,1.50,0.00%,66.67%,00:00:08,3.00
200,/Geographic-Locations-and-Boundaries/San-Francisco-Basemap-Street-Centerlines-Zipped-Sh/5rn4-fswj,2,1.00,0.00%,100.00%,00:00:03,1.50
200 6th st,/browse/embed?category=&limit=20&limitTo=&q=200+6th+st&view_type=rich,2,1.50,0.00%,0.00%,00:00:03,3.00
200 hazelwood ave,/browse/embed?category=&limit=20&limitTo=&q=200+hazelwood+ave&view_type=rich,2,1.00,0.00%,0.00%,00:00:03,1.50
200 market,/Housing-and-Buildings/2013-Housing-Inventory/e7d3-dxh5,2,1.50,0.00%,66.67%,00:00:07,3.00
2000,/browse/embed?category=&limit=20&limitTo=href&q=2000&view_type=rich,2,5.00,0.00%,0.00%,00:02:46,11.00
2000,/Geographic-Locations-and-Boundaries/San-Francisco-Basemap-Street-Centerlines-Zipped-Sh/5rn4-fswj,2,2.50,0.00%,40.00%,00:19:15,49.50
2000,/Housing-and-Buildings/Proportion-of-Housing-that-is-Owner-Occupied-San-F/iuta-ag5y,2,1.50,0.00%,66.67%,00:00:13,8.00
2000 census,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=2010+census&view_type=rich,2,1.00,0.00%,100.00%,00:00:24,1.50
2000 census,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=sf+shore&view_type=rich,2,1.50,0.00%,66.67%,00:18:04,5.50
2000 census,/Geographic-Locations-and-Boundaries/Census-2010-Census-Tracts-for-San-Francisco-Zipped/jyce-hqn2,2,1.00,0.00%,100.00%,00:00:23,2.50
2000 census,/Geographic-Locations-and-Boundaries/Census-Tracts-2000-no-water-Zipped-Shapefile-Forma/wxpe-xrfk,2,1.00,0.00%,0.00%,00:00:09,2.50
2000 census shapefile,/Geographic-Locations-and-Boundaries/Census-2000-Blocks-no-water-Zipped-Shapefile-Forma/ffb3-h5vz,2,1.00,0.00%,0.00%,00:16:33,3.00
2000 census tract shapefile,/Geographic-Locations-and-Boundaries/Census-Tracts-2000-no-water-Zipped-Shapefile-Forma/wxpe-xrfk,2,1.00,0.00%,0.00%,00:02:15,2.50
2003,/Public-Safety/SFPD-Incidents-from-1-January-2003/tmnf-yvry,2,1.00,0.00%,0.00%,00:00:43,2.50
2004,/browse/embed?category=City+Infrastructure&limit=20&limitTo=&q=2004&view_type=rich,2,1.50,0.00%,0.00%,00:00:03,3.00
2004 bicycle network,/,2,1.50,0.00%,66.67%,00:00:03,3.00
2004 bicyclenetwork,/,2,1.50,0.00%,66.67%,00:00:03,3.00
2004 bike network,/,2,5.00,0.00%,20.00%,00:00:14,9.50
2004 food vendors,/browse/embed?category=&limit=20&limitTo=&q=2004+food+vendors&view_type=rich,2,1.50,0.00%,0.00%,00:10:46,3.00
2004 rents,/browse/embed?category=Housing+and+Buildings&limit=20&limitTo=&q=rent+by+neighborhood&view_type=rich,2,1.50,0.00%,66.67%,00:00:11,3.00
2005 housing inventory,/browse/embed?category=&limit=20&limitTo=&q=2005+housing+inventory&view_type=rich,2,1.50,0.00%,0.00%,00:00:06,3.00
2005 housing inventory,/Housing-and-Buildings/2014-Housing-Inventory/pucn-j93j,2,1.50,0.00%,66.67%,00:01:01,3.00
2005 Pipeline Report,/Housing-and-Buildings/2014-Housing-Inventory/pucn-j93j,2,3.00,0.00%,33.33%,00:02:26,9.50
2008,/browse/embed?category=&limit=20&limitTo=&q=2008&utf8=✓&view_type=rich&page=5,2,1.50,0.00%,0.00%,00:00:22,9.50
2008 crime data,/Public-Safety/SFPD-Incidents-from-1-January-2014/tmnf-yvry,2,3.00,0.00%,0.00%,00:01:17,11.00
2008 vallejo,/browse/embed?category=&limit=20&limitTo=&q=&view_type=rich,2,1.00,0.00%,0.00%,00:00:12,6.50
2009,/browse/embed?category=City+Management+and+Ethics&limit=20&limitTo=&q=2009&view_type=rich,2,4.00,0.00%,0.00%,00:10:08,13.50
2009,/City-Management-and-Ethics/Budget/xdgd-c79v,2,1.50,0.00%,0.00%,00:00:17,5.00
2009,/City-Management-and-Ethics/Spending-FTE/43jt-u7yn,2,4.00,0.00%,0.00%,00:31:17,17.50
2009 housing inventory,/Geographic-Locations-and-Boundaries/Census-2010-Census-Blocks-for-San-Francisco-Zipped/d7g8-55kx,2,1.00,0.00%,100.00%,00:18:28,4.00
201 connecticut,/Geographic-Locations-and-Boundaries/Addresses-with-Units-Enterprise-Addressing-System-/kvej-w5kb,2,1.50,0.00%,0.00%,00:02:25,8.00
201 Hale Street,/widgets/i8ew-h6z7,2,1.00,0.00%,0.00%,00:00:22,3.00
2010,/browse/embed?category=&limit=20&limitTo=&q=census+2010&view_type=rich,2,1.50,0.00%,66.67%,00:02:02,17.50
2010,/browse/embed?category=&limit=20&limitTo=datasets&q=&utf8=✓&view_type=rich&page=3,2,3.00,0.00%,0.00%,00:05:41,18.50
2010,/browse/embed?category=City+Management+and+Ethics&limit=20&limitTo=maps&q=2010&view_type=rich,2,3.00,0.00%,0.00%,00:00:11,6.50
2010,/browse/embed?Department-Metrics_Publishing-Department=&category=Public+Safety&limit=20&limitTo=&q=2010&view_type=rich,2,1.50,0.00%,0.00%,00:00:01,3.00
2010,/City-Infrastructure/90-Day-Cases-by-Neighborhood/8y9x-fz79,2,1.50,0.00%,66.67%,00:00:13,3.00
2010,/Geographic-Locations-and-Boundaries/Census-2010-Census-Tracts-for-San-Francisco-Zipped/jyce-hqn2,2,1.00,0.00%,0.00%,00:01:34,2.50
2010,/Public-Safety/SFPD-Incidents-from-1-January-2003/tmnf-yvry,2,1.00,0.00%,100.00%,00:00:27,1.50
2010,/widgets/d7g8-55kx,2,1.00,0.00%,100.00%,00:00:58,4.00
2010 census,/City-Management-and-Ethics/SF-Geography/yi66-4w5b,2,9.50,0.00%,0.00%,00:02:29,29.00
2010 census,/City-Management-and-Ethics/US-Census-2010-Demographic-Profile-Data-SF-County/m3rj-m2es,2,1.50,0.00%,0.00%,00:01:25,8.00
2010 census,/Public-Safety/Map-Crime-Incidents-Previous-Three-Months/gxxq-x39z,2,5.00,0.00%,20.00%,00:02:35,16.00
2010 census block,/browse/embed?category=&limit=20&limitTo=&q=bart&view_type=rich,2,1.00,0.00%,100.00%,00:00:23,1.50
2010 census tracts,/,2,5.00,0.00%,20.00%,00:00:50,11.00
2010 census tracts,/Economy-and-Community/Per-Capita-and-Household-Median-Income-San-Francis/rhzi-zuvx,2,3.00,0.00%,33.33%,00:10:39,11.00
2010 census tracts,/Geographic-Locations-and-Boundaries/Census-2010-Census-Tracts-for-San-Francisco-Zipped/jyce-hqn2,2,1.50,0.00%,0.00%,00:00:22,5.00
2010 crime,/City-Infrastructure/90-Day-Cases-by-Neighborhood/8y9x-fz79,2,1.50,0.00%,66.67%,00:00:51,3.00
2010 map:crime incidents,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,2,1.50,0.00%,100.00%,00:01:04,3.00
2010 population,/Transportation/Vehicle-Miles-Traveled-Estimates-from-SF-CHAMP-201/g4ye-s75w,2,1.00,0.00%,0.00%,00:00:31,1.00
2010 population shapefile,/Geographic-Locations-and-Boundaries/Census-2000-Blocks-no-water-Zipped-Shapefile-Forma/ffb3-h5vz,2,1.00,0.00%,100.00%,00:00:21,1.50
2010 SF,/Geographic-Locations-and-Boundaries/Census-2010-Census-Tracts-for-San-Francisco-Zipped/jyce-hqn2,2,1.00,0.00%,100.00%,00:01:09,4.00
2010 SFO,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=SFO+survey&view_type=rich,2,1.00,0.00%,100.00%,00:00:32,1.50
2010 tract population,/Health-and-Social-Services/Population-Density-San-Francisco-CA/ea9w-4zvc,2,3.00,0.00%,33.33%,00:00:28,8.00
2010 us census data,/Public-Safety/Map-Crime-Incidents-Previous-Three-Months/gxxq-x39z,2,3.00,0.00%,0.00%,00:00:49,13.00
2011,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=MEDIAN+INCOME&view_type=rich,2,1.50,0.00%,66.67%,00:04:05,8.00
2011,/Housing-and-Buildings/Development-Pipeline-Q4-2013-Snapshot/ep85-j8df,2,1.50,0.00%,66.67%,00:00:12,3.00
2011 herrera campaign contributions,/City-Management-and-Ethics/Itemized-Monetary-Contributions-to-Committees-Cont/mupm-43n6,2,6.50,0.00%,0.00%,00:27:36,21.00
2011 herrera mayor campaign contributions,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=2011+herrera+campaign+contributions&view_type=rich,2,1.00,0.00%,100.00%,00:01:11,1.50
2011 mayor campaign contributions,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=2011+herrera+campaign+contributions&view_type=rich,2,1.00,0.00%,100.00%,00:00:51,1.50
2011 pipeline,/Housing-and-Buildings/20141219-Pipeline-Q3-2014/n5ik-nmm3,2,1.00,0.00%,100.00%,00:00:11,1.50
2011 pipeline q2,/Housing-and-Buildings/20141219-Pipeline-Q3-2014/n5ik-nmm3,2,1.00,0.00%,100.00%,00:00:24,4.00
2011 pipeline report,/Housing-and-Buildings/20141219-Pipeline-Q3-2014/n5ik-nmm3,2,1.00,0.00%,100.00%,00:00:08,1.50
2012,/Housing-and-Buildings/Development-Pipeline-Q4-2013-Snapshot/ep85-j8df,2,1.50,0.00%,66.67%,00:00:43,8.00
2012,/Housing-and-Buildings/Pipeline-2012-Second-Quarter-Data/98fr-q9id,2,1.50,0.00%,0.00%,00:00:20,5.00
2012 business,/Business-and-Economic-Development/Active-Business-Map/srw5-vsdh,2,1.50,0.00%,0.00%,00:03:07,8.00
2012 housing inventory,/Geographic-Locations-and-Boundaries/Supervisorial-Districts-as-of-April-2012/xz9b-wyfc,2,1.50,0.00%,66.67%,00:32:54,30.50
2012 housing inventory,/Housing-and-Buildings/2014-Housing-Inventory/pucn-j93j,2,3.00,0.00%,33.33%,00:00:22,8.00
2012 Housing Inventory,/Geographic-Locations-and-Boundaries/Supervisorial-Districts-as-of-April-2012/xz9b-wyfc,2,1.50,0.00%,66.67%,00:00:04,3.00
2012 SFO Customer Survey,/login,2,1.50,0.00%,0.00%,00:12:16,9.50
2012.0506,/browse/embed?category=&limit=20&limitTo=&q=2012.0506&view_type=rich,2,1.00,0.00%,0.00%,00:00:03,1.50
2013,/,2,1.50,0.00%,0.00%,00:02:11,17.50
2013,/browse/embed?category=&limit=20&limitTo=&q=2013+crime&utf8=✓&view_type=rich&page=2,2,1.00,0.00%,100.00%,00:00:19,1.50
2013,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=crime&view_type=rich,2,1.00,0.00%,100.00%,00:00:24,3.00
2013,/City-Infrastructure/Case-Data-from-San-Francisco-311-SF311-/vw6y-z8j6,2,1.00,0.00%,0.00%,00:06:37,8.00
2013,/Economy-and-Community/Registered-Business-Map/vt9c-aeiw,2,1.50,0.00%,66.67%,00:01:38,9.50
2013,/Housing-and-Buildings/Development-Pipeline-Q4-2013-Snapshot/ep85-j8df,2,3.00,0.00%,33.33%,00:13:10,13.00
2013,/Public-Safety/SFPD-Incidents-from-1-January-2003/tmnf-yvry,2,1.00,0.00%,100.00%,00:00:46,8.00
2013 business,/Business-and-Economic-Development/Active-Business-Map/srw5-vsdh,2,1.50,0.00%,66.67%,00:00:56,5.00
2013 census shapefile,/,2,1.50,0.00%,66.67%,00:00:47,16.00
2013 City Survey Report,/browse/embed?category=&limit=20&limitTo=&q=2013+City+Survey+Report&view_type=rich,2,1.50,0.00%,0.00%,00:00:07,16.00
2013 crime,/browse/embed?category=&limit=20&limitTo=&q=2013+crime&utf8=✓&view_type=rich&page=2,2,1.00,0.00%,0.00%,00:00:15,2.50
2013 housing inventory,/browse/embed?category=&limit=20&limitTo=&q=2005+housing+inventory&view_type=rich,2,1.50,0.00%,66.67%,00:00:07,3.00
2013 housing inventory,/Housing-and-Buildings/2014-Housing-Inventory/pucn-j93j,2,3.00,0.00%,33.33%,00:00:27,8.00
2013 Housing Inventory,/Geographic-Locations-and-Boundaries/Supervisorial-Districts-as-of-April-2012/xz9b-wyfc,2,3.00,0.00%,33.33%,00:00:40,8.00
2013 quarter 3,/Housing-and-Buildings/San-Francisco-Pipeline-Map-First-Quarter-2013/7ra8-ez3v,2,1.00,0.00%,100.00%,00:00:02,0.00
2013-12-14-4989s,/City-Infrastructure/DPW-Utility-Excavation-and-Paving-Map/6kfu-yacb,2,1.50,0.00%,0.00%,00:09:59,120.50
2014,/browse/embed?category=&limit=20&limitTo=&q=2014&sortBy=most_accessed&sortPeriod=week&utf8=✓&view_type=rich&page=9,2,1.50,0.00%,0.00%,00:04:27,9.50
2014,/browse/embed?category=&limit=20&limitTo=&q=2014&view_type=rich,2,1.50,0.00%,0.00%,00:00:03,3.00
2014,/browse/embed?category=&limit=20&limitTo=&q=2015&view_type=rich,2,1.50,0.00%,66.67%,00:04:03,3.00
2014,/browse/embed?category=&limit=20&limitTo=&q=illegal+dumping&view_type=rich,2,1.50,0.00%,66.67%,00:00:21,3.00
2014,/browse/embed?category=Public+Safety&limit=20&limitTo=&q=&utf8=✓&view_type=rich&page=1,2,2.50,0.00%,40.00%,00:04:30,17.00
2014,/browse/embed?category=Transportation&limit=20&limitTo=&q=&utf8=✓&view_type=rich&page=3,2,5.00,0.00%,0.00%,00:14:50,133.00
2014,/browse/embed?category=Transportation&limit=20&limitTo=&q=&view_type=rich,2,3.00,0.00%,0.00%,00:14:44,77.00
2014,/browse/embed?Department-Metrics_Publishing-Department=Planning&category=&limit=20&limitTo=&q=&utf8=✓&view_type=rich&page=3,2,3.00,0.00%,0.00%,00:11:03,25.50
2014,/dataset/SF-Pipeline-Q4-2014/858q-nwrm,2,1.50,0.00%,0.00%,00:03:49,5.00
2014,/Economy-and-Community/Registered-Business-Map/vt9c-aeiw,2,3.00,0.00%,50.00%,00:06:30,14.50
2014,/Geographic-Locations-and-Boundaries/Orthophoto-Grid-Zipped-Shapefile-Format-/bthb-nbai,2,1.00,0.00%,100.00%,00:00:19,2.50
2014,/Housing-and-Buildings/20141219-Pipeline-Q3-2014/n5ik-nmm3,2,1.50,0.00%,0.00%,00:16:20,8.00
2014,/Housing-and-Buildings/DEVELOPMENT-PIPELINE-AND-TIME/htqq-jgg7,2,1.50,0.00%,66.67%,00:00:39,4.00
2014,/Housing-and-Buildings/Development-Pipeline-Q4-2013-Snapshot/ep85-j8df,2,1.50,0.00%,66.67%,00:00:04,0.00
2014,/Public-Safety/December-2014/ritf-b9ki,2,1.50,0.00%,0.00%,00:00:15,5.00
2014,/Transportation/Parking-meters/7egw-qt89,2,1.50,0.00%,66.67%,00:00:06,1.50
2014 census tracts,/Geographic-Locations-and-Boundaries/Census-2010-Census-Tracts-for-San-Francisco-Zipped/jyce-hqn2,2,1.50,0.00%,66.67%,00:00:45,5.00
2014 City Serve report,/browse/embed?category=&limit=20&limitTo=&q=move&utf8=✓&view_type=rich&page=3,2,1.50,0.00%,66.67%,00:00:25,3.00
2014 crimes,/browse/embed?category=&limit=20&limitTo=&q=prison+population+2014&view_type=rich,2,1.50,0.00%,66.67%,00:02:19,9.50
2014 development,/browse/embed?category=Housing+and+Buildings&limit=20&limitTo=&q=2014+development&view_type=rich,2,5.00,0.00%,20.00%,00:12:55,13.00
2014 election,/browse/embed?category=City+Management+and+Ethics&limit=20&limitTo=&q=2014+election&utf8=✓&view_type=rich&page=3,2,1.50,0.00%,0.00%,00:01:51,9.50
2014 energy benchmark 285 geary,/browse/embed?Department-Metrics_Publishing-Department=&category=Energy+and+Environment&limit=20&limitTo=&q=2014+energy+benchmark+285+geary&view_type=rich,2,3.00,0.00%,0.00%,00:00:14,6.50
2014 housing,/Housing-and-Buildings/2014-Housing-Inventory/pucn-j93j,2,1.50,0.00%,0.00%,00:00:07,5.00
2014 housing inventory,/browse/embed?category=&limit=20&limitTo=datasets&q=&utf8=✓&view_type=rich&page=7,2,1.50,0.00%,66.67%,00:01:50,4.00
2014 housing inventory,/Geographic-Locations-and-Boundaries/Census-2010-Census-Blocks-for-San-Francisco-Zipped/d7g8-55kx,2,1.50,0.00%,66.67%,00:00:48,4.00
2014 Housing Inventory,/Geographic-Locations-and-Boundaries/Supervisorial-Districts-as-of-April-2012/xz9b-wyfc,2,5.00,0.00%,20.00%,00:05:10,14.50
2014 map:crime incidents,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,2,1.00,0.00%,100.00%,00:00:26,1.50
2014 pipeline,/browse/embed?category=Housing+and+Buildings&limit=20&limitTo=&q=2014+pipeline&view_type=rich,2,1.50,0.00%,0.00%,00:00:03,3.00
2014 pipeline,/dataset/SF-Pipeline-Q4-2014/858q-nwrm,2,1.50,0.00%,0.00%,00:00:38,5.00
2014 q4 planning pipeline,/Housing-and-Buildings/2014-Housing-Inventory/pucn-j93j,2,1.50,0.00%,66.67%,00:02:30,6.50
2014 TIGER,/Geographic-Locations-and-Boundaries/Census-2010-Census-Tracts-for-San-Francisco-Zipped/jyce-hqn2,2,1.50,0.00%,66.67%,00:00:24,3.00
2015,/browse/embed?category=&limit=20&limitTo=&q=2015&view_type=rich,2,1.50,0.00%,0.00%,00:00:04,3.00
2015,/browse/embed?category=Public+Safety&limit=20&limitTo=&q=&utf8=✓&view_type=rich&page=1,2,1.50,0.00%,66.67%,00:04:32,4.00
2015,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=crime&view_type=rich,2,1.00,0.00%,100.00%,00:00:10,1.50
2015,/browse/embed?Department-Metrics_Publishing-Department=&category=Public+Safety&limit=20&limitTo=&q=&view_type=rich,2,3.00,0.00%,0.00%,00:45:58,127.00
2015,/browse/embed?Department-Metrics_Publishing-Department=Building+Inspection&category=&limit=20&limitTo=&q=&view_type=rich,2,1.50,0.00%,0.00%,00:07:04,6.50
2015,/City-Management-and-Ethics/Campaign-Finance-Individual-Expenditure-Ceilings-I/cgah-zci4,2,1.00,0.00%,0.00%,00:00:16,2.50
2015,/City-Management-and-Ethics/Lobbyist-Political-Contributions-November-3-2015-E/7xkx-ni68,2,1.00,0.00%,0.00%,00:00:11,2.50
2015,/City-Management-and-Ethics/San-Francisco-Property-Assessment-Roll-2013/4sgn-36v2,2,1.00,0.00%,100.00%,00:00:19,1.50
2015,/dataset/Pipeline-2015-Q2/w3e8-bxrm,2,2.50,0.00%,40.00%,00:00:31,5.50
